,loss,accuracy,val_loss,val_accuracy
1,0.014712969772517681,0.6090452075004578,0.012478665448725224,0.639751136302948
2,0.014254503883421421,0.6165170073509216,0.012637044303119183,0.6398738026618958
3,0.01388926338404417,0.6249592900276184,0.012438682839274406,0.6303289532661438
4,0.013522329740226269,0.6336601376533508,0.012779436074197292,0.6320091485977173
5,0.013160894624888897,0.6431027054786682,0.012273222208023071,0.61328125
6,0.012820127420127392,0.6473971605300903,0.012583961710333824,0.6281244158744812
7,0.012523346580564976,0.6533306837081909,0.012520935386419296,0.5998883843421936
8,0.012170706875622272,0.6516652703285217,0.012980518862605095,0.6000662446022034
9,0.01174873672425747,0.6564082503318787,0.01244975533336401,0.5934188365936279
10,0.01128428429365158,0.6636796593666077,0.013023228384554386,0.6119260191917419
11,0.010950273834168911,0.6710869669914246,0.01258463691920042,0.5514925718307495
12,0.010524538345634937,0.664146900177002,0.012881157919764519,0.5685617327690125
13,0.010258502326905727,0.6766312718391418,0.012750356458127499,0.6122663617134094
14,0.009739967063069344,0.6859394311904907,0.012887794524431229,0.5572446584701538
15,0.009497605264186859,0.6801496744155884,0.012412641197443008,0.5875594615936279
16,0.009184252470731735,0.6897978186607361,0.012357707135379314,0.598137617111206
17,0.00887866597622633,0.6918774843215942,0.012959225103259087,0.6018629670143127
18,0.008547434583306313,0.6988043785095215,0.012283061631023884,0.6042944192886353
19,0.008348395116627216,0.7043642997741699,0.012263678945600986,0.5836440324783325
20,0.008125239051878452,0.7022624611854553,0.012780647724866867,0.6117328405380249
21,0.007932349108159542,0.7107511758804321,0.012218710035085678,0.5900552868843079
22,0.007760952692478895,0.711310625076294,0.011984346434473991,0.6058335900306702
23,0.007535355165600777,0.7227129340171814,0.01252731028944254,0.6111043095588684
24,0.007369757629930973,0.7237894535064697,0.012080968357622623,0.5980732440948486
25,0.007196885067969561,0.7290128469467163,0.0123349130153656,0.6059378385543823
26,0.007036750670522451,0.7327225804328918,0.012606239877641201,0.5971074104309082
27,0.006949000991880894,0.7335380911827087,0.012452120892703533,0.6083754301071167
28,0.006845624651759863,0.7390002608299255,0.012423692271113396,0.6000723838806152
29,0.006764962803572416,0.7365144491195679,0.012332729063928127,0.6136062741279602
0,0.017136266455054283,0.5765659809112549,0.0171500314027071,0.7442126870155334
1,0.014631427824497223,0.6067185997962952,0.01682610996067524,0.7252210974693298
2,0.013641742058098316,0.6222240328788757,0.01664133369922638,0.6747862696647644
3,0.012883835472166538,0.6511542201042175,0.01693969964981079,0.6677219271659851
4,0.012119424529373646,0.642820417881012,0.01618144102394581,0.6916009783744812
5,0.01132684201002121,0.6603811979293823,0.015949197113513947,0.7307155728340149
6,0.010700180195271969,0.667724072933197,0.01760968379676342,0.6303488612174988
7,0.010163768194615841,0.6688342094421387,0.016742823645472527,0.6724284291267395
8,0.009570930153131485,0.6815235018730164,0.01724962145090103,0.63933265209198
9,0.009129934012889862,0.6875128149986267,0.017410270869731903,0.632571816444397
10,0.008763250894844532,0.6911969184875488,0.01709829457104206,0.6627762317657471
11,0.008336198516190052,0.700238823890686,0.017434565350413322,0.6534920334815979
12,0.007962280884385109,0.7046327590942383,0.018026942387223244,0.6338227987289429
13,0.007733852602541447,0.7098363041877747,0.017450878396630287,0.659041702747345
14,0.0073797376826405525,0.7136982083320618,0.01798529364168644,0.6347548961639404
15,0.0071580600924789906,0.7140222787857056,0.018963543698191643,0.6320750713348389
16,0.006918494589626789,0.7208802700042725,0.017722196877002716,0.6730018258094788
17,0.006659938953816891,0.7205606698989868,0.017902392894029617,0.6519466638565063
18,0.006492771208286285,0.7322794198989868,0.01905866153538227,0.6304960250854492
19,0.006361817941069603,0.7306150197982788,0.01888173259794712,0.6231864094734192
20,0.0062570637091994286,0.7308063507080078,0.017398083582520485,0.678450345993042
21,0.0061392877250909805,0.7397401332855225,0.01873607747256756,0.6197216510772705
22,0.005984416231513023,0.7396316528320312,0.019338209182024002,0.6153156161308289
23,0.005909922998398542,0.7426207661628723,0.018616773188114166,0.6336081624031067
24,0.005762533750385046,0.738841712474823,0.018315954133868217,0.6567420959472656
25,0.00566519983112812,0.746379017829895,0.019114281982183456,0.6229625344276428
26,0.005594908259809017,0.7467724084854126,0.018857035785913467,0.6330716013908386
27,0.005542040802538395,0.7484870553016663,0.01814008504152298,0.6566715836524963
28,0.005466706119477749,0.7533658742904663,0.01835062727332115,0.6536146402359009
29,0.00538646848872304,0.7534968852996826,0.01884646899998188,0.6387255191802979
0,0.014440189115703106,0.5958074331283569,0.018636111170053482,0.5974922180175781
1,0.011962744407355785,0.6390551924705505,0.018505915999412537,0.6153002977371216
2,0.010967695154249668,0.6436848640441895,0.018497759476304054,0.6140891909599304
3,0.01012812927365303,0.6556122303009033,0.017909184098243713,0.6071075797080994
4,0.009511882439255714,0.6693194508552551,0.017597539350390434,0.6139113306999207
5,0.008956142701208591,0.6829414367675781,0.017442762851715088,0.6066875457763672
6,0.008450178429484367,0.6862248182296753,0.018158715218305588,0.6072977185249329
7,0.008027925156056881,0.699752151966095,0.017861325293779373,0.606871485710144
8,0.00767455855384469,0.6997466087341309,0.018345292657613754,0.6069849729537964
9,0.00734880194067955,0.7041121125221252,0.01842925138771534,0.6024378538131714
10,0.007071901578456163,0.7037200927734375,0.018652040511369705,0.6002118587493896
11,0.006842411123216152,0.7071446180343628,0.018589025363326073,0.5996201038360596
12,0.0066277701407670975,0.7078773379325867,0.019065752625465393,0.6006840467453003
13,0.006440972443670034,0.7113097310066223,0.018894920125603676,0.6010581254959106
14,0.006264704279601574,0.7154926061630249,0.01942853257060051,0.5982710123062134
15,0.0061176009476184845,0.7165372967720032,0.019465137273073196,0.5950055718421936
16,0.005975138396024704,0.7196064591407776,0.019092131406068802,0.593852698802948
17,0.005854577291756868,0.7198542952537537,0.02015276439487934,0.5968483090400696
18,0.00578336464241147,0.7243559956550598,0.019624454900622368,0.5904707908630371
19,0.005642436910420656,0.7294379472732544,0.019471393898129463,0.5894712209701538
20,0.005510265007615089,0.73128741979599,0.0200243778526783,0.5922092795372009
21,0.00543178478255868,0.730489194393158,0.01937696523964405,0.5913814306259155
22,0.005336633883416653,0.7382220029830933,0.019490670412778854,0.5898054242134094
23,0.005249247420579195,0.7383328676223755,0.019854750484228134,0.5895386934280396
24,0.0051656016148626804,0.7394829392433167,0.020156506448984146,0.5897625088691711
25,0.005092490464448929,0.7469370365142822,0.019715266302227974,0.5875211358070374
26,0.005028991028666496,0.7428734302520752,0.018971139565110207,0.5865951776504517
27,0.004991126246750355,0.74439537525177,0.02013280615210533,0.592065155506134
28,0.004960271995514631,0.7434518933296204,0.020864257588982582,0.5925343036651611
29,0.004939242731779814,0.7469481229782104,0.019513187929987907,0.5907957553863525
0,0.013882763683795929,0.6017420291900635,0.011461636982858181,0.5612030029296875
1,0.011729800142347813,0.6296112537384033,0.011454249732196331,0.5649651885032654
2,0.010799278505146503,0.648638904094696,0.010844125412404537,0.5833711624145508
3,0.009876467287540436,0.6548805832862854,0.011274108663201332,0.5889177918434143
4,0.009246786125004292,0.6804094910621643,0.01038192305713892,0.5938174724578857
5,0.008509215898811817,0.6830443739891052,0.010933296754956245,0.5969663858413696
6,0.007927161641418934,0.7004904747009277,0.010767781175673008,0.5986190438270569
7,0.007464467082172632,0.7045384645462036,0.011094640009105206,0.6003482937812805
8,0.007069424260407686,0.7203672528266907,0.010858257301151752,0.6035616397857666
9,0.006732203532010317,0.7280591726303101,0.011376387439668179,0.6013846397399902
10,0.006448478437960148,0.7295003533363342,0.011438148096203804,0.6066522598266602
11,0.006222246214747429,0.7345701456069946,0.011475402861833572,0.6076579689979553
12,0.006016794592142105,0.7395515441894531,0.011565164662897587,0.605358362197876
13,0.005840975325554609,0.7473713159561157,0.011578808538615704,0.6057876348495483
14,0.0056946538388729095,0.7466465830802917,0.011622830294072628,0.6037854552268982
15,0.0055517456494271755,0.7474656105041504,0.01184466015547514,0.6117420792579651
16,0.005428293254226446,0.7540979385375977,0.011649040505290031,0.6121406555175781
17,0.005324701312929392,0.7565473914146423,0.012024851515889168,0.6087127327919006
18,0.005221580620855093,0.7592009902000427,0.011960884556174278,0.6097919940948486
19,0.0051380000077188015,0.760796070098877,0.011947037652134895,0.6063395142555237
20,0.00506686232984066,0.7629734873771667,0.012499315664172173,0.6069650053977966
21,0.004984943196177483,0.7652638554573059,0.012044320814311504,0.6077070236206055
22,0.004959220997989178,0.7666357159614563,0.012264344841241837,0.6067258715629578
23,0.004854788072407246,0.7695804834365845,0.012438054196536541,0.6097123026847839
24,0.004805737640708685,0.7705949544906616,0.012295803986489773,0.6048126220703125
25,0.004746429622173309,0.7702809572219849,0.012323049828410149,0.606232225894928
26,0.004702617879956961,0.773921012878418,0.012815416790544987,0.6108253002166748
27,0.0046613989397883415,0.7738104462623596,0.012524043209850788,0.6032642126083374
28,0.004609255585819483,0.775242269039154,0.012317899614572525,0.6102550029754639
29,0.004601111635565758,0.7757704854011536,0.013020002283155918,0.6047205924987793
0,0.0157694760710001,0.6123104095458984,0.01214161328971386,0.6690127849578857
1,0.013320381753146648,0.6622611880302429,0.011770003475248814,0.6853981614112854
2,0.011934115551412106,0.6805990934371948,0.011410261504352093,0.6886758804321289
3,0.010830964893102646,0.6675018668174744,0.012170417234301567,0.6282700300216675
4,0.00985726248472929,0.6821542978286743,0.011586831882596016,0.6508060693740845
5,0.008848251774907112,0.6993300318717957,0.011679934337735176,0.670705258846283
6,0.008104229345917702,0.7236270904541016,0.011875959113240242,0.6452103853225708
7,0.007463070098310709,0.7280709147453308,0.012107577174901962,0.6362082362174988
8,0.006973643787205219,0.7350924611091614,0.011925751343369484,0.6556046009063721
9,0.006571045145392418,0.748395562171936,0.01194518432021141,0.6438643932342529
10,0.006265735719352961,0.7483120560646057,0.012666696682572365,0.6491104960441589
11,0.006002587266266346,0.7530813217163086,0.012072833254933357,0.6379498243331909
12,0.005810392554849386,0.7599999308586121,0.012256443500518799,0.656827986240387
13,0.005610854364931583,0.7618390321731567,0.012025995180010796,0.6486536860466003
14,0.005484465975314379,0.7663754224777222,0.012119821272790432,0.6539273858070374
15,0.0052765002474188805,0.7628822922706604,0.012134796008467674,0.6570211052894592
16,0.0051351008005440235,0.7729272842407227,0.012220010161399841,0.6456611156463623
17,0.0050891912542283535,0.7662471532821655,0.012520982883870602,0.6586921811103821
18,0.00498558534309268,0.767433226108551,0.012591327540576458,0.6434473991394043
19,0.00490006897598505,0.7773884534835815,0.012534751556813717,0.6492668986320496
20,0.004817347973585129,0.7657577395439148,0.012769896537065506,0.6605226397514343
21,0.0047696614637970924,0.7839233875274658,0.012537721544504166,0.6441556215286255
22,0.004681192338466644,0.7628587484359741,0.012894293293356895,0.6597469449043274
23,0.004675630480051041,0.7803463935852051,0.012402070686221123,0.6455262303352356
24,0.00464971549808979,0.7791294455528259,0.013228784315288067,0.6519068479537964
25,0.004624718800187111,0.7771468758583069,0.012524868361651897,0.6411998867988586
26,0.004402176011353731,0.7839986085891724,0.012398495338857174,0.6453821063041687
27,0.004432197194546461,0.7806074023246765,0.012574037536978722,0.6497083902359009
28,0.0043095131404697895,0.7837081551551819,0.012654067948460579,0.645590603351593
29,0.00421874737367034,0.7822624444961548,0.012836701236665249,0.6510023474693298
0,0.01644621044397354,0.6228784322738647,0.013961573131382465,0.6831414699554443
1,0.013442430645227432,0.6656541228294373,0.014883844181895256,0.7115675806999207
2,0.011644062586128712,0.6784407496452332,0.015264583751559258,0.65804523229599
3,0.010193310678005219,0.6823092103004456,0.01598992384970188,0.6702054738998413
4,0.009256224147975445,0.7007763981819153,0.014360899105668068,0.6508213877677917
5,0.008741757832467556,0.7031964063644409,0.016617806628346443,0.6797105073928833
6,0.008180354721844196,0.7061758041381836,0.015456896275281906,0.6324430108070374
7,0.007482477929443121,0.7150156497955322,0.017184630036354065,0.6825681328773499
8,0.007228760980069637,0.7287617325782776,0.015492552891373634,0.6294198036193848
9,0.006910104304552078,0.7213031053543091,0.016377216205000877,0.6745042204856873
10,0.0066582211293280125,0.7369672656059265,0.01590081676840782,0.6255810260772705
11,0.006447863765060902,0.7286199331283569,0.017255976796150208,0.671064019203186
12,0.006247115321457386,0.7450324296951294,0.01579916477203369,0.6214815974235535
13,0.006086213979870081,0.7319941520690918,0.01808319054543972,0.6710394620895386
14,0.00598298991099,0.7478333711624146,0.015734676271677017,0.6273869872093201
15,0.005836528725922108,0.7446439266204834,0.017964664846658707,0.6723456382751465
16,0.0057390956208109856,0.7484496235847473,0.015983980149030685,0.6183112263679504
17,0.00571513082832098,0.7410104274749756,0.017936866730451584,0.6736885905265808
18,0.005570176523178816,0.7534019351005554,0.01596967503428459,0.6333843469619751
19,0.005527604836970568,0.7583792209625244,0.017773685976862907,0.6694419980049133
20,0.00543169816955924,0.7609829306602478,0.016508353874087334,0.6154291033744812
21,0.005404757335782051,0.754895806312561,0.017907213419675827,0.6775856614112854
22,0.005288371350616217,0.761800229549408,0.016375916078686714,0.6379712820053101
23,0.005175787955522537,0.7596834897994995,0.018096474930644035,0.6615927219390869
24,0.005154888611286879,0.7666086554527283,0.016427056863904,0.6233028769493103
25,0.005189064424484968,0.7537395358085632,0.01762084849178791,0.6706653833389282
26,0.005086906254291534,0.7678266167640686,0.016894882544875145,0.6226497888565063
27,0.004998111166059971,0.756973385810852,0.017894938588142395,0.6645944714546204
28,0.0049761622212827206,0.7717211246490479,0.01670321449637413,0.6310694217681885
29,0.004923981614410877,0.7697620987892151,0.017390726134181023,0.6597561240196228
0,0.0139015456661582,0.6277692317962646,0.011068754829466343,0.6771165728569031
1,0.01159683894366026,0.6720238924026489,0.010478519834578037,0.7035680413246155
2,0.010386808775365353,0.6892845034599304,0.009996064938604832,0.6928979158401489
3,0.009257948957383633,0.6992899775505066,0.010462496429681778,0.6472923159599304
4,0.008684313856065273,0.6953466534614563,0.01034452486783266,0.6697302460670471
5,0.007961018942296505,0.718252420425415,0.010269289836287498,0.7023599743843079
6,0.007477353792637587,0.7297715544700623,0.010498632676899433,0.6898624300956726
7,0.007085117045789957,0.7336130142211914,0.010779940523207188,0.6746422052383423
8,0.006744083948433399,0.7329000234603882,0.010712181217968464,0.6800907254219055
9,0.006449128966778517,0.7448288202285767,0.010558858513832092,0.6815747022628784
10,0.006185425911098719,0.747562825679779,0.01083691231906414,0.6777206063270569
11,0.00595626886934042,0.7504424452781677,0.010999960824847221,0.6732746958732605
12,0.005820637568831444,0.7492386698722839,0.011013039387762547,0.6623561978340149
13,0.005616321228444576,0.7557812333106995,0.010718117468059063,0.6866706013679504
14,0.0054900189861655235,0.7618104219436646,0.011138064786791801,0.663972020149231
15,0.005342033691704273,0.7576314210891724,0.011042546480894089,0.6619146466255188
16,0.005224115215241909,0.7604849934577942,0.011137770488858223,0.6577569842338562
17,0.005113009829074144,0.7637739777565002,0.01094741653650999,0.6712449193000793
18,0.005013095680624247,0.7649288177490234,0.011265226639807224,0.6493374109268188
19,0.004923190455883741,0.7646841406822205,0.011079039424657822,0.6617398858070374
20,0.004843726754188538,0.7680870890617371,0.011224031448364258,0.6537618637084961
21,0.004776480607688427,0.7719936966896057,0.01113135926425457,0.6609917879104614
22,0.004708556924015284,0.7689005732536316,0.01125357486307621,0.6514132022857666
23,0.004645099863409996,0.774441123008728,0.011216238141059875,0.6550588011741638
24,0.004592426121234894,0.7745152711868286,0.011173929087817669,0.6539366245269775
25,0.004544935189187527,0.7771276235580444,0.0114601980894804,0.6450049877166748
26,0.004496730398386717,0.777156412601471,0.011167258024215698,0.657447338104248
27,0.004446502774953842,0.777356743812561,0.01147185917943716,0.6445205211639404
28,0.004402895923703909,0.7792620658874512,0.011239402927458286,0.6519405245780945
29,0.004382878076285124,0.7779276371002197,0.011471942067146301,0.6438336968421936
0,0.014968356117606163,0.5871748924255371,0.019283132627606392,0.5786646604537964
1,0.011675394140183926,0.6114303469657898,0.018933845683932304,0.5921433568000793
2,0.010205554775893688,0.6471800208091736,0.018689561635255814,0.5900246500968933
3,0.009064249694347382,0.6565133929252625,0.01877157762646675,0.5926554203033447
4,0.00837796926498413,0.6721650958061218,0.018494900315999985,0.5891507863998413
5,0.007720967289060354,0.6796642541885376,0.018567616119980812,0.5861674547195435
6,0.007098712492734194,0.6898329854011536,0.01877794973552227,0.5868818759918213
7,0.006648474372923374,0.6938342452049255,0.018865032121539116,0.5851035118103027
8,0.00634174607694149,0.708917498588562,0.018881354480981827,0.5848336815834045
9,0.006075442768633366,0.7069151401519775,0.018936987966299057,0.5885252952575684
10,0.005824211053550243,0.7175788283348083,0.01861088164150715,0.5863422155380249
11,0.0055907410569489,0.7192903757095337,0.018937185406684875,0.5833527445793152
12,0.005441265646368265,0.7238790988922119,0.01864532008767128,0.5846282839775085
13,0.005398249719291925,0.7272300720214844,0.018810119479894638,0.5839720964431763
14,0.00523420562967658,0.731254518032074,0.01870114356279373,0.5778551697731018
15,0.00511501869186759,0.729250431060791,0.01893860101699829,0.5860785245895386
16,0.0051132082007825375,0.7349347472190857,0.018712090328335762,0.5734951496124268
17,0.005014367867261171,0.7353731989860535,0.018643230199813843,0.5865936279296875
18,0.004938669502735138,0.7420592308044434,0.018575115129351616,0.5721184611320496
19,0.004774090368300676,0.7286698818206787,0.01879456639289856,0.5815161466598511
20,0.004809400998055935,0.7469658255577087,0.018806515261530876,0.5766563415527344
21,0.004612801596522331,0.7431434392929077,0.019185099750757217,0.575800895690918
22,0.004638675134629011,0.7510069012641907,0.01852683164179325,0.5797684192657471
23,0.00456581637263298,0.7471193671226501,0.018789010122418404,0.5746603012084961
24,0.00447596563026309,0.7488177418708801,0.018522845581173897,0.5764937996864319
25,0.004400431178510189,0.7526113390922546,0.01888844184577465,0.5781740546226501
26,0.0043368167243897915,0.757600724697113,0.01870059221982956,0.5717167854309082
27,0.0042955465614795685,0.754241406917572,0.01892261393368244,0.5799432396888733
28,0.004247852135449648,0.754174530506134,0.01876884140074253,0.5698249936103821
29,0.004257796332240105,0.755825400352478,0.018878009170293808,0.5839046835899353
0,0.014897903427481651,0.5990520119667053,0.01381547562777996,0.5828406810760498
1,0.012910913676023483,0.6114144325256348,0.012925625778734684,0.6551094055175781
2,0.010987636633217335,0.6445814967155457,0.013487888500094414,0.6079369783401489
3,0.010170254856348038,0.6516103148460388,0.013661185279488564,0.6205878257751465
4,0.009022081270813942,0.6716635823249817,0.013761586509644985,0.6145782470703125
5,0.00785443652421236,0.6759559512138367,0.013968795537948608,0.6235772967338562
6,0.007303954102098942,0.6901186108589172,0.013957967981696129,0.6241629719734192
7,0.006772289518266916,0.7002020478248596,0.013404252007603645,0.6355965733528137
8,0.006318375468254089,0.7098488211631775,0.01377678383141756,0.6315369606018066
9,0.006047464441508055,0.7185146808624268,0.013994932174682617,0.6167398691177368
10,0.005780920386314392,0.7181763648986816,0.01385203655809164,0.6233228445053101
11,0.005569517612457275,0.7303644418716431,0.013971105217933655,0.6143175959587097
12,0.005400126799941063,0.7285208106040955,0.013800601474940777,0.614443302154541
13,0.00523678632453084,0.7394874095916748,0.013984452933073044,0.607532262802124
14,0.005102037452161312,0.7388913035392761,0.014028878882527351,0.6055607199668884
15,0.004983833525329828,0.7469020485877991,0.014114527963101864,0.6036627888679504
16,0.00485640624538064,0.7459117770195007,0.014265895821154118,0.5973312258720398
17,0.004767260514199734,0.7514581680297852,0.014016077853739262,0.6026234030723572
18,0.004687451291829348,0.7536455988883972,0.01428768690675497,0.598530113697052
19,0.004603937268257141,0.756983757019043,0.014227928593754768,0.5950408577919006
20,0.004540111869573593,0.7573806047439575,0.014268840663135052,0.5984871983528137
21,0.0044710938818752766,0.7607056498527527,0.014475048519670963,0.5886724591255188
22,0.004424938000738621,0.7615776658058167,0.014232122339308262,0.5999926328659058
23,0.004362385254353285,0.7659899592399597,0.014491087757050991,0.5796120762825012
24,0.004302945453673601,0.76350998878479,0.01429791934788227,0.5986925959587097
25,0.00425348524004221,0.7686155438423157,0.014529095031321049,0.5749852657318115
26,0.004212977364659309,0.7662028074264526,0.014415391720831394,0.5961201190948486
27,0.004173165652900934,0.7707298398017883,0.014527101069688797,0.5702481269836426
28,0.004140217322856188,0.7696830630302429,0.014529957436025143,0.6023597121238708
29,0.004121590871363878,0.7748693227767944,0.01456573698669672,0.567678689956665
0,0.013917531818151474,0.5997764468193054,0.009485071524977684,0.645397424697876
1,0.011355869472026825,0.6491584181785583,0.009527835994958878,0.6779444217681885
2,0.010063032619655132,0.6776921153068542,0.009726973250508308,0.6508796811103821
3,0.009033321402966976,0.6867839097976685,0.009786469861865044,0.6239866614341736
4,0.008300620131194592,0.6994578838348389,0.01002457831054926,0.6619361639022827
5,0.0076169888488948345,0.7145678400993347,0.00974095519632101,0.6311644315719604
6,0.0070667266845703125,0.7232915759086609,0.009847333654761314,0.6528971791267395
7,0.006577541120350361,0.7354699373245239,0.009950726293027401,0.6411109566688538
8,0.006169648375362158,0.7461661696434021,0.010036996565759182,0.6381675004959106
9,0.005891392007470131,0.7474139928817749,0.010170847177505493,0.6357176303863525
10,0.005652592517435551,0.7529423236846924,0.010096875950694084,0.6433922052383423
11,0.005439695902168751,0.7550344467163086,0.010066508315503597,0.6220457553863525
12,0.005284168291836977,0.7600366473197937,0.010151193477213383,0.6564109921455383
13,0.005120193585753441,0.7643952369689941,0.010204000398516655,0.6232538223266602
14,0.005007817875593901,0.7646174430847168,0.010125318542122841,0.6485831141471863
15,0.004862355533987284,0.7693437337875366,0.010200531221926212,0.6302323341369629
16,0.0047324346378445625,0.7710306644439697,0.010220658034086227,0.6487272381782532
17,0.004634354263544083,0.7758544087409973,0.010262245312333107,0.6344881653785706
18,0.004555657971650362,0.7775866985321045,0.010321046225726604,0.6445757150650024
19,0.004482096992433071,0.7809404730796814,0.010217724367976189,0.6309713125228882
20,0.004413583781570196,0.7820076942443848,0.010371910408139229,0.6452073454856873
21,0.004365937784314156,0.78484046459198,0.01023533008992672,0.6383116245269775
22,0.004302887246012688,0.7874088287353516,0.010415209457278252,0.6344391107559204
23,0.004275381099432707,0.78480064868927,0.010333376005291939,0.6503062844276428
24,0.00422015180811286,0.788672924041748,0.010382672771811485,0.6199608445167542
25,0.00418500229716301,0.7928096652030945,0.010351498611271381,0.6532283425331116
26,0.004135014954954386,0.7924363613128662,0.010503343306481838,0.6160208582878113
27,0.004115053918212652,0.7909958958625793,0.010382750071585178,0.6489510536193848
28,0.004074637312442064,0.7914935946464539,0.010337522253394127,0.6275218725204468
29,0.004054460674524307,0.7970281839370728,0.010497287847101688,0.6320352554321289
0,0.013047276064753532,0.6006885170936584,0.008157976903021336,0.5696732401847839
1,0.010393135249614716,0.6457917094230652,0.008143036626279354,0.57355797290802
2,0.0090219397097826,0.6722529530525208,0.008843625895678997,0.5840165615081787
3,0.00798330269753933,0.6931917667388916,0.008879907429218292,0.5734261274337769
4,0.007302636280655861,0.6910400390625,0.009113642387092113,0.568008303642273
5,0.006681108381599188,0.7055791616439819,0.009027582593262196,0.5669137239456177
6,0.006114243995398283,0.721126139163971,0.009008673951029778,0.5685755610466003
7,0.005766346585005522,0.7273837924003601,0.009019182063639164,0.5687993764877319
8,0.005384288262575865,0.7385323643684387,0.009322280064225197,0.5713902711868286
9,0.005130545701831579,0.7415523529052734,0.009064903482794762,0.5657884478569031
10,0.004914471413940191,0.7469909191131592,0.009176850318908691,0.5675116181373596
11,0.004701369442045689,0.7523980140686035,0.009084051474928856,0.5619986653327942
12,0.0045333728194236755,0.7553673386573792,0.00914038997143507,0.5632650256156921
13,0.0043901423923671246,0.7622755765914917,0.00914834439754486,0.5600885152816772
14,0.0042699477635324,0.7629618644714355,0.009203866124153137,0.5631392598152161
15,0.004165541380643845,0.7676101922988892,0.009247037582099438,0.5602172613143921
16,0.004065857268869877,0.770769476890564,0.009270711801946163,0.5602908730506897
17,0.003984301816672087,0.7710052132606506,0.00927515048533678,0.55925452709198
18,0.003915698267519474,0.774446964263916,0.009312761016190052,0.5559154748916626
19,0.0038647623732686043,0.7746691703796387,0.009396295994520187,0.5579176545143127
20,0.0037924719508737326,0.7791532278060913,0.009362238459289074,0.554679811000824
21,0.0037352137733250856,0.7774243354797363,0.009518840350210667,0.5554770231246948
22,0.0037177512422204018,0.7801777720451355,0.009341225028038025,0.5541340708732605
23,0.003672952763736248,0.7836403846740723,0.009490378201007843,0.5554371476173401
24,0.003620115341618657,0.7821499705314636,0.009611334651708603,0.5495501756668091
25,0.0035818954929709435,0.783229649066925,0.009487370029091835,0.5490719079971313
26,0.0035533460322767496,0.786760151386261,0.00963407102972269,0.5504454970359802
27,0.0035209236666560173,0.786250650882721,0.009591477923095226,0.5497893691062927
28,0.0034894386772066355,0.7892106771469116,0.009583857841789722,0.5475602746009827
29,0.0034555038437247276,0.7869844436645508,0.009692134335637093,0.5520644187927246
0,0.013831492513418198,0.6055378913879395,0.025607241317629814,0.6054288744926453
1,0.01083245687186718,0.6559184789657593,0.02387029305100441,0.6240832209587097
2,0.009639397263526917,0.6923946142196655,0.02455683797597885,0.6096264123916626
3,0.008432111702859402,0.6855720281600952,0.02382585033774376,0.6301050782203674
4,0.007837563753128052,0.7161499261856079,0.024099217727780342,0.6235221028327942
5,0.007023780141025782,0.7102451324462891,0.023146139457821846,0.6261160969734192
6,0.006473017856478691,0.7348687648773193,0.023472566157579422,0.6246044635772705
7,0.006231291685253382,0.7328892946243286,0.023857053369283676,0.6184967160224915
